Fecha,Categoría,Cantidad Producto,Ingreso,Precio Unitario,Año
2020-07-06,organizadores,28,214676,5687,2020
2020-07-07,receptaculos,3,55227,5689,2020
2020-07-08,griferia de bidet,26,207558,5160,2020
2020-07-09,perchas,7,123557,5160,2020
2020-07-10,gres,4,46560,9752,2020
2020-07-11,wc,25,507925,5252,2020
2020-07-12,pisos vinilicos,16,328320,5290,2020
2020-07-13,lavaplatos,12,224844,5306,2020
2020-07-14,perchas,7,980119,5160,2020
2020-07-15,receptaculos,2,49250,5689,2020
2020-07-16,complementos de pisos organicos,7,928550,6100,2020
2020-07-17,griferia de cocina y lavadero,3,62325,5719,2020
2020-07-18,toalleros,14,170884,5506,2020
2020-07-19,bidet,1,75084,5869,2020
2020-07-20,portapapeles,12,161232,5604,2020
2020-07-21,rack toallas,24,126504,13937,2020
2020-07-22,modulos,9,797454,5326,2020
2020-07-23,griferia de bidet,9,1218357,5160,2020
2020-07-24,mosaicos,20,168600,6277,2020
2020-07-25,pisos fotolaminados,17,268872,5771,2020
2020-07-26,pisos vinilicos,14,233688,5290,2020
2020-07-27,wall panels,2,124826,5177,2020
2020-07-28,mosaicos,5,314565,6277,2020
2020-07-29,contenedores,9,173574,5955,2020
2020-07-30,griferia de bidet,25,503800,5160,2020
2020-07-31,complementos de pisos organicos,5,523455,6100,2020
2020-08-01,pisos fotolaminados,11,189860,5771,2020
2020-08-02,complemento de pisos vinilicos,7,473011,5712,2020
2020-08-03,accesorios institucionales,8,693104,6148,2020
2020-08-04,rack toallas,2,13736,13937,2020
2020-08-05,lavaplatos,4,79596,5306,2020
2020-08-06,lavamanos,22,466840,5407,2020
2020-08-07,complemento de pisos vinilicos,14,119896,5712,2020
2020-08-08,accesibilidad universal,2,140084,6581,2020
2020-08-09,complementos de griferia,9,212841,6467,2020
2020-08-10,accesorios institucionales,3,47235,6148,2020
2020-08-11,jaboneras y vasos,5,742665,5116,2020
2020-08-12,pisos organicos,15,198675,5402,2020
2020-08-13,organizadores,9,217080,5687,2020
2020-08-14,wc,17,396049,5252,2020
2020-08-15,mamparas de ducha,10,151060,5253,2020
2020-08-16,urinarios,3,58653,7025,2020
2020-08-17,tinas,6,227436,5401,2020
2020-08-18,toalleros,29,356323,5506,2020
2020-08-19,muebles de baño,14,135450,7793,2020
2020-08-20,porcelanato,11,185603,5381,2020
2020-08-21,contenedores,3,54717,5955,2020
2020-08-22,wc,25,565050,5252,2020
2020-08-23,griferia de lavamanos,9,503379,9470,2020
2020-08-24,pisos de madera,5,73760,5307,2020
2020-08-25,lavamanos,2,44676,5407,2020
2020-08-26,gres,6,813570,9752,2020
2020-08-27,toalleros,5,258770,5506,2020
2020-08-28,bidet,2,284434,5869,2020
2020-08-29,porcelanato,5,682660,5381,2020
2020-08-30,bidet,18,321840,5869,2020
2020-08-31,perchas,3,118548,5160,2020
2020-09-01,accesibilidad universal,8,252728,6581,2020
2020-09-02,toalleros,1,101719,5506,2020
2020-09-03,wall panels,3,348693,5177,2020
2020-09-04,sanitarios institucionales,1,49623,7251,2020
2020-09-05,complemento de pisos vinilicos,13,300144,5712,2020
2020-09-06,escobillas,25,599700,7300,2020
2020-09-07,modulos,4,73924,5326,2020
2020-09-08,espejos,6,52428,5908,2020
2020-09-09,sanitarios institucionales,5,262670,7251,2020
2020-09-10,complementos de pisos organicos,26,570440,6100,2020
2020-09-11,pisos de madera,23,491510,5307,2020
2020-09-12,ceramicos,5,679325,5292,2020
2020-09-13,urinarios,2,145068,7025,2020
2020-09-14,lavamanos,7,551915,5407,2020
2020-09-15,pisos de madera,1,117263,5307,2020
2020-09-16,complementos de griferia,8,56512,6467,2020
2020-09-17,barras de seguridad,28,336252,6862,2020
2020-09-18,barras de seguridad,3,184725,6862,2020
2020-09-19,complementos de pisos organicos,3,302943,6100,2020
2020-09-20,pisos fotolaminados,9,1260198,5771,2020
2020-09-21,wall panels,5,216405,5177,2020
2020-09-22,pisos vinilicos,4,86644,5290,2020
2020-09-23,complementos de griferia,4,455228,6467,2020
2020-09-24,complementos sanitarios,1,37491,6406,2020
2020-09-25,complementos sanitarios,6,563328,6406,2020
2020-09-26,mosaicos,27,442341,6277,2020
2020-09-27,bidet,4,391556,5869,2020
2020-09-28,complementos sanitarios,12,89136,6406,2020
2020-09-29,modulos,6,97776,5326,2020
2020-09-30,wc,19,368866,5252,2020
2020-10-01,complementos sanitarios,2,33602,6406,2020
2020-10-02,lavamanos,4,172100,5407,2020
2020-10-03,griferia de cocina y lavadero,9,103860,5719,2020
2020-10-04,sanitarios institucionales,23,191866,7251,2020
2020-10-05,rack toallas,11,169356,13937,2020
2020-10-06,pisos fotolaminados,2,161950,5771,2020
2020-10-07,gres,20,365220,9752,2020
2020-10-08,urinarios,3,321774,7025,2020
2020-10-09,urinarios,12,199740,7025,2020
2020-10-10,organizadores,5,639415,5687,2020
2020-10-11,griferia de cocina y lavadero,5,106675,5719,2020
2020-10-12,porcelanato,19,401527,5381,2020
2020-10-13,rack toallas,1,10626,13937,2020
2020-10-14,complementos sanitarios,6,842754,6406,2020
2020-10-15,complementos de griferia,29,476325,6467,2020
2020-10-16,contenedores,25,611000,5955,2020
2020-10-17,rack toallas,2,288374,13937,2020
2020-10-18,pisos vinilicos,27,638253,5290,2020
2020-10-19,toalleros,9,464067,5506,2020
2020-10-20,contenedores,21,182196,5955,2020
2020-10-21,barras de seguridad,2,208636,6862,2020
2020-10-22,griferia de bidet,3,207330,5160,2020
2020-10-23,accesibilidad universal,12,268116,6581,2020
2020-10-24,complementos de griferia,28,298340,6467,2020
2020-10-25,wc,4,328392,5252,2020
2020-10-26,bidet,9,274734,5869,2020
2020-10-27,griferia de ducha y tina,4,166144,5326,2020
2020-10-28,complementos de pisos organicos,6,232272,6100,2020
2020-10-29,espejos,6,628464,5908,2020
2020-10-30,complementos de griferia,2,158536,6467,2020
2020-10-31,griferia de bidet,1,112503,5160,2020
2020-11-01,organizadores,2,113178,5687,2020
2020-11-02,contenedores,6,552276,5955,2020
2020-11-03,mamparas de ducha,9,325386,5253,2020
2020-11-04,jaboneras y vasos,6,140562,5116,2020
2020-11-05,tinas,22,487564,5401,2020
2020-11-06,pisos de madera,9,165591,5307,2020
2020-11-07,espejos,25,293275,5908,2020
2020-11-08,perchas,6,411354,5160,2020
2020-11-09,complementos de pisos organicos,4,505388,6100,2020
2020-11-10,perchas,8,111240,5160,2020
2020-11-11,griferia de ducha y tina,1,91681,5326,2020
2020-11-12,griferia de lavamanos,1,36368,9470,2020
2020-11-13,jaboneras y vasos,1,17236,5116,2020
2020-11-14,pisos organicos,26,505726,5402,2020
2020-11-15,rack toallas,2,164652,13937,2020
2020-11-16,organizadores,2,106796,5687,2020
2020-11-17,mosaicos,10,80410,6277,2020
2020-11-18,complementos de pisos organicos,11,256069,6100,2020
2020-11-19,pisos organicos,27,299214,5402,2020
2020-11-20,griferia de bidet,6,683856,5160,2020
2020-11-21,ceramicos,18,99936,5292,2020
2020-11-22,ceramicos,2,264430,5292,2020
2020-11-23,mamparas de ducha,4,133556,5253,2020
2020-11-24,perchas,7,640850,5160,2020
2020-11-25,sanitarios institucionales,16,294320,7251,2020
2020-11-26,espejos,6,249918,5908,2020
2020-11-27,gres,3,190986,9752,2020
2020-11-28,muebles de baño,11,100199,7793,2020
2020-11-29,ceramicos,7,776195,5292,2020
2020-11-30,griferia de ducha y tina,3,94680,5326,2020
2020-12-01,muebles de baño,7,433230,7793,2020
2020-12-02,modulos,8,660632,5326,2020
2020-12-03,tinas,21,354774,5401,2020
2020-12-04,tinas,12,260280,5401,2020
2020-12-05,tinas,2,211434,5401,2020
2020-12-06,rack toallas,5,28305,13937,2020
2020-12-07,contenedores,3,98760,5955,2020
2020-12-08,accesibilidad universal,3,328683,6581,2020
2020-12-09,escobillas,29,514228,7300,2020
2020-12-10,pisos vinilicos,1,85230,5290,2020
2020-12-11,toalleros,21,252105,5506,2020
2020-12-12,porcelanato,24,142944,5381,2020
2020-12-13,escobillas,4,311632,7300,2020
2020-12-14,porcelanato,4,223852,5381,2020
2020-12-15,pisos fotolaminados,2,138126,5771,2020
2020-12-16,griferia de lavamanos,9,182538,9470,2020
2020-12-17,griferia de lavamanos,5,279245,9470,2020
2020-12-18,pisos vinilicos,4,208060,5290,2020
2020-12-19,bidet,2,113916,5869,2020
2020-12-20,urinarios,3,226050,7025,2020
2020-12-21,escobillas,22,384406,7300,2020
2020-12-22,lavaplatos,18,370728,5306,2020
2020-12-23,sanitarios institucionales,1,114878,7251,2020
2020-12-24,modulos,4,99900,5326,2020
2020-12-25,mosaicos,7,758107,6277,2020
2020-12-26,perchas,2,274870,5160,2020
2020-12-27,rack toallas,13,223561,13937,2020
2020-12-28,wall panels,22,162030,5177,2020
2020-12-29,pisos fotolaminados,8,996704,5771,2020
2020-12-30,griferia de cocina y lavadero,20,385920,5719,2020
2020-12-31,pisos vinilicos,6,596100,5290,2020
2021-01-01,griferia de cocina y lavadero,3,21339,5819,2021
2021-01-02,espejos,1,15238,6008,2021
2021-01-03,pisos organicos,8,931800,5502,2021
2021-01-04,complementos de pisos organicos,7,298116,6200,2021
2021-01-05,complementos sanitarios,11,125730,6506,2021
2021-01-06,pisos vinilicos,6,448428,5390,2021
2021-01-07,wall panels,9,957303,5277,2021
2021-01-08,organizadores,20,225520,5787,2021
2021-01-09,rack toallas,1,109530,14037,2021
2021-01-10,griferia de lavamanos,22,483098,9570,2021
2021-01-11,lavamanos,9,1240227,5507,2021
2021-01-12,toalleros,5,120590,5606,2021
2021-01-13,pisos vinilicos,1,122324,5390,2021
2021-01-14,toalleros,12,178164,5606,2021
2021-01-15,gres,6,881346,9852,2021
2021-01-16,mosaicos,4,452776,6377,2021
2021-01-17,tinas,9,1003833,5501,2021
2021-01-18,porcelanato,29,153149,5481,2021
2021-01-19,griferia de lavamanos,3,33786,9570,2021
2021-01-20,contenedores,5,531300,6055,2021
2021-01-21,jaboneras y vasos,1,11980,5216,2021
2021-01-22,accesorios institucionales,12,74748,6248,2021
2021-01-23,complementos de griferia,5,356175,6567,2021
2021-01-24,muebles de baño,2,62478,7893,2021
2021-01-25,griferia institucional,24,489552,5757,2021
2021-01-26,mosaicos,18,208260,6377,2021
2021-01-27,mamparas de ducha,6,75570,5353,2021
2021-01-28,pisos fotolaminados,4,276248,5871,2021
2021-01-29,bidet,7,223783,5969,2021
2021-01-30,accesibilidad universal,5,201125,6681,2021
2021-01-31,wc,8,113648,5352,2021
2021-02-01,porcelanato,6,75114,5481,2021
2021-02-02,pisos fotolaminados,15,260595,5871,2021
2021-02-03,toalleros,7,548240,5606,2021
2021-02-04,receptaculos,11,226347,5789,2021
2021-02-05,tinas,2,170818,5501,2021
2021-02-06,pisos de madera,15,130785,5407,2021
2021-02-07,organizadores,8,1123584,5787,2021
2021-02-08,contenedores,19,153368,6055,2021
2021-02-09,tinas,14,270018,5501,2021
2021-02-10,complemento de pisos vinilicos,5,72595,5812,2021
2021-02-11,mamparas de ducha,28,472220,5353,2021
2021-02-12,contenedores,6,800454,6055,2021
2021-02-13,sanitarios institucionales,1,10704,7351,2021
2021-02-14,rack toallas,13,233675,14037,2021
2021-02-15,porcelanato,9,221526,5481,2021
2021-02-16,barras de seguridad,6,124440,6962,2021
2021-02-17,organizadores,6,583218,5787,2021
2021-02-18,pisos vinilicos,18,153954,5390,2021
2021-02-19,complementos de pisos organicos,23,138000,6200,2021
2021-02-20,accesibilidad universal,11,250492,6681,2021
2021-02-21,complementos de griferia,22,140074,6567,2021
2021-02-22,wall panels,15,362340,5277,2021
2021-02-23,griferia de bidet,15,147090,5260,2021
2021-02-24,complementos sanitarios,28,480984,6506,2021
2021-02-25,tinas,1,10592,5501,2021
2021-02-26,lavamanos,17,236759,5507,2021
2021-02-27,receptaculos,26,505362,5789,2021
2021-02-28,rack toallas,8,96080,14037,2021
2021-03-01,pisos de madera,2,180466,5407,2021
2021-03-02,porcelanato,3,322728,5481,2021
2021-03-03,jaboneras y vasos,16,183536,5216,2021
2021-03-04,contenedores,5,694985,6055,2021
2021-03-05,mosaicos,25,154425,6377,2021
2021-03-06,espejos,2,103272,6008,2021
2021-03-07,porcelanato,4,166224,5481,2021
2021-03-08,porcelanato,16,211744,5481,2021
2021-03-09,bidet,18,381114,5969,2021
2021-03-10,jaboneras y vasos,5,543570,5216,2021
2021-03-11,perchas,16,227296,5260,2021
2021-03-12,gres,25,288550,9852,2021
2021-03-13,accesorios institucionales,3,116718,6248,2021
2021-03-14,perchas,21,369831,5260,2021
2021-03-15,lavaplatos,2,19764,5406,2021
2021-03-16,porcelanato,4,144048,5481,2021
2021-03-17,modulos,4,350864,5426,2021
2021-03-18,portapapeles,3,199134,5704,2021
2021-03-19,complementos de pisos organicos,4,579172,6200,2021
2021-03-20,wall panels,2,276354,5277,2021
2021-03-21,toalleros,4,63312,5606,2021
2021-03-22,toalleros,7,814555,5606,2021
2021-03-23,complementos sanitarios,10,163710,6506,2021
2021-03-24,rack toallas,7,84364,14037,2021
2021-03-25,griferia de lavamanos,17,403631,9570,2021
2021-03-26,complementos de griferia,8,833376,6567,2021
2021-03-27,complementos de griferia,4,599564,6567,2021
2021-03-28,perchas,6,780612,5260,2021
2021-03-29,toalleros,13,136435,5606,2021
2021-03-30,urinarios,7,746662,7125,2021
2021-03-31,receptaculos,5,268345,5789,2021
2021-04-01,griferia de ducha y tina,9,354915,5426,2021
2021-04-02,portapapeles,8,539072,5704,2021
2021-04-03,complementos de pisos organicos,8,1072448,6200,2021
2021-04-04,espejos,1,149503,6008,2021
2021-04-05,griferia institucional,4,256336,5757,2021
2021-04-06,mosaicos,3,405333,6377,2021
2021-04-07,tinas,7,260589,5501,2021
2021-04-08,urinarios,2,237840,7125,2021
2021-04-09,sanitarios institucionales,10,210350,7351,2021
2021-04-10,mamparas de ducha,18,263772,5353,2021
2021-04-11,porcelanato,12,262392,5481,2021
2021-04-12,mosaicos,7,874160,6377,2021
2021-04-13,receptaculos,22,469392,5789,2021
2021-04-14,pisos vinilicos,3,295164,5390,2021
2021-04-15,mosaicos,9,633510,6377,2021
2021-04-16,escobillas,9,1312092,7400,2021
2021-04-17,wall panels,2,233872,5277,2021
2021-04-18,wall panels,7,996926,5277,2021
2021-04-19,accesorios institucionales,28,463204,6248,2021
2021-04-20,griferia de cocina y lavadero,4,363784,5819,2021
2021-04-21,toalleros,7,447251,5606,2021
2021-04-22,complementos sanitarios,8,138584,6506,2021
2021-04-23,bidet,4,70560,5969,2021
2021-04-24,accesorios institucionales,8,171648,6248,2021
2021-04-25,escobillas,6,90636,7400,2021
2021-04-26,complementos sanitarios,13,287183,6506,2021
2021-04-27,modulos,28,243964,5426,2021
2021-04-28,bidet,27,201825,5969,2021
2021-04-29,ceramicos,8,355872,5392,2021
2021-04-30,griferia de ducha y tina,2,129006,5426,2021
2021-05-01,escobillas,29,376391,7400,2021
2021-05-02,perchas,6,814380,5260,2021
2021-05-03,wall panels,7,246743,5277,2021
2021-05-04,accesibilidad universal,6,295206,6681,2021
2021-05-05,perchas,20,293720,5260,2021
2021-05-06,complementos de griferia,4,122644,6567,2021
2021-05-07,contenedores,29,436740,6055,2021
2021-05-08,accesorios institucionales,25,209350,6248,2021
2021-05-09,pisos de madera,10,52070,5407,2021
2021-05-10,complementos sanitarios,9,1068597,6506,2021
2021-05-11,lavamanos,17,137411,5507,2021
2021-05-12,wall panels,8,1107416,5277,2021
2021-05-13,contenedores,7,285278,6055,2021
2021-05-14,rack toallas,8,687376,14037,2021
2021-05-15,escobillas,4,486608,7400,2021
2021-05-16,sanitarios institucionales,1,92711,7351,2021
2021-05-17,sanitarios institucionales,21,455049,7351,2021
2021-05-18,wall panels,6,695742,5277,2021
2021-05-19,toalleros,1,121878,5606,2021
2021-05-20,lavamanos,12,192276,5507,2021
2021-05-21,urinarios,2,79430,7125,2021
2021-05-22,barras de seguridad,1,21163,6962,2021
2021-05-23,pisos vinilicos,21,499632,5390,2021
2021-05-24,toalleros,9,546138,5606,2021
2021-05-25,sanitarios institucionales,11,262680,7351,2021
2021-05-26,porcelanato,23,236877,5481,2021
2021-05-27,complementos de griferia,2,132070,6567,2021
2021-05-28,urinarios,22,502172,7125,2021
2021-05-29,mosaicos,22,338404,6377,2021
2021-05-30,pisos organicos,4,378448,5502,2021
2021-05-31,portapapeles,1,132411,5704,2021
2021-06-01,toalleros,3,165507,5606,2021
2021-06-02,accesorios institucionales,6,543786,6248,2021
2021-06-03,rack toallas,9,114237,14037,2021
2021-06-04,organizadores,3,56148,5787,2021
2021-06-05,modulos,2,172308,5426,2021
2021-06-06,jaboneras y vasos,20,247460,5216,2021
2021-06-07,complementos de pisos organicos,9,710055,6200,2021
2021-06-08,escobillas,6,627120,7400,2021
2021-06-09,portapapeles,14,186004,5704,2021
2021-06-10,griferia institucional,14,138838,5757,2021
2021-06-11,perchas,3,62385,5260,2021
2021-06-12,sanitarios institucionales,6,140064,7351,2021
2021-06-13,urinarios,21,226212,7125,2021
2021-06-14,complementos sanitarios,5,720275,6506,2021
2021-06-15,bidet,9,426123,5969,2021
2021-06-16,lavaplatos,13,245583,5406,2021
2021-06-17,complementos de pisos organicos,4,476396,6200,2021
2021-06-18,griferia de ducha y tina,6,493128,5426,2021
2021-06-19,modulos,2,96536,5426,2021
2021-06-20,toalleros,3,368466,5606,2021
2021-06-21,griferia de cocina y lavadero,5,60770,5819,2021
2021-06-22,complementos sanitarios,10,151450,6506,2021
2021-06-23,griferia de bidet,18,159300,5260,2021
2021-06-24,wall panels,19,191482,5277,2021
2021-06-25,tinas,28,292544,5501,2021
2021-06-26,accesorios institucionales,3,174423,6248,2021
2021-06-27,escobillas,4,55200,7400,2021
2021-06-28,complemento de pisos vinilicos,8,1039536,5812,2021
2021-06-29,portapapeles,7,107380,5704,2021
2021-06-30,griferia de bidet,4,287116,5260,2021
2021-07-01,espejos,6,254466,6008,2021
2021-07-02,accesibilidad universal,5,102110,6681,2021
2021-07-03,sanitarios institucionales,3,261066,7351,2021
2021-07-04,pisos fotolaminados,7,45843,5871,2021
2021-07-05,gres,22,245080,9852,2021
2021-07-06,escobillas,27,255987,7400,2021
2021-07-07,complementos de pisos organicos,6,142062,6200,2021
2021-07-08,pisos fotolaminados,10,159000,5871,2021
2021-07-09,espejos,24,311832,6008,2021
2021-07-10,griferia de ducha y tina,21,416388,5426,2021
2021-07-11,urinarios,5,36925,7125,2021
2021-07-12,pisos fotolaminados,4,22684,5871,2021
2021-07-13,muebles de baño,17,275978,7893,2021
2021-07-14,griferia de lavamanos,5,203170,9570,2021
2021-07-15,complementos de pisos organicos,4,237200,6200,2021
2021-07-16,complementos de pisos organicos,2,134974,6200,2021
2021-07-17,organizadores,9,926370,5787,2021
2021-07-18,gres,10,248770,9852,2021
2021-07-19,complemento de pisos vinilicos,17,265812,5812,2021
2021-07-20,jaboneras y vasos,24,120384,5216,2021
2021-07-21,jaboneras y vasos,2,22544,5216,2021
2021-07-22,pisos vinilicos,1,33631,5390,2021
2021-07-23,contenedores,8,962824,6055,2021
2021-07-24,pisos fotolaminados,23,319838,5871,2021
2021-07-25,portapapeles,6,872778,5704,2021
2021-07-26,complementos de pisos organicos,1,53472,6200,2021
2021-07-27,pisos vinilicos,8,1188912,5390,2021
2021-07-28,mamparas de ducha,12,238992,5353,2021
2021-07-29,espejos,13,184899,6008,2021
2021-07-30,pisos vinilicos,7,636440,5390,2021
2021-07-31,complementos de pisos organicos,13,109928,6200,2021
2021-08-01,muebles de baño,17,131087,7893,2021
2021-08-02,complementos de griferia,21,452151,6567,2021
2021-08-03,contenedores,4,299428,6055,2021
2021-08-04,barras de seguridad,15,142965,6962,2021
2021-08-05,griferia de lavamanos,19,199690,9570,2021
2021-08-06,pisos vinilicos,5,439530,5390,2021
2021-08-07,mamparas de ducha,22,252846,5353,2021
2021-08-08,muebles de baño,6,637770,7893,2021
2021-08-09,griferia de cocina y lavadero,16,292464,5819,2021
2021-08-10,complementos sanitarios,8,431104,6506,2021
2021-08-11,bidet,2,130288,5969,2021
2021-08-12,complementos sanitarios,4,67296,6506,2021
2021-08-13,lavaplatos,9,332811,5406,2021
2021-08-14,espejos,26,455104,6008,2021
2021-08-15,receptaculos,18,214380,5789,2021
2021-08-16,accesorios institucionales,4,259856,6248,2021
2021-08-17,accesorios institucionales,8,287824,6248,2021
2021-08-18,griferia de bidet,5,448825,5260,2021
2021-08-19,accesorios institucionales,2,285980,6248,2021
2021-08-20,accesorios institucionales,15,328575,6248,2021
2021-08-21,lavaplatos,25,430800,5406,2021
2021-08-22,pisos vinilicos,9,618426,5390,2021
2021-08-23,urinarios,4,491796,7125,2021
2021-08-24,lavamanos,5,221455,5507,2021
2021-08-25,griferia de ducha y tina,3,370413,5426,2021
2021-08-26,escobillas,8,912640,7400,2021
2021-08-27,receptaculos,26,448708,5789,2021
2021-08-28,complementos de pisos organicos,7,551306,6200,2021
2021-08-29,escobillas,9,88875,7400,2021
2021-08-30,griferia institucional,13,93548,5757,2021
2021-08-31,lavamanos,8,367976,5507,2021
2021-09-01,accesorios institucionales,7,377377,6248,2021
2021-09-02,pisos de madera,11,215281,5407,2021
2021-09-03,wc,6,527646,5352,2021
2021-09-04,modulos,28,441644,5426,2021
2021-09-05,toalleros,18,380520,5606,2021
2021-09-06,modulos,5,470140,5426,2021
2021-09-07,perchas,15,313815,5260,2021
2021-09-08,pisos fotolaminados,24,449232,5871,2021
2021-09-09,porcelanato,6,526824,5481,2021
2021-09-10,griferia de bidet,1,6724,5260,2021
2021-09-11,portapapeles,6,232236,5704,2021
2021-09-12,perchas,29,620774,5260,2021
2021-09-13,perchas,9,323334,5260,2021
2021-09-14,wc,8,1052832,5352,2021
2021-09-15,contenedores,8,1056248,6055,2021
2021-09-16,pisos organicos,1,21898,5502,2021
2021-09-17,lavaplatos,3,431301,5406,2021
2021-09-18,mosaicos,2,276702,6377,2021
2021-09-19,perchas,10,75200,5260,2021
2021-09-20,mamparas de ducha,14,125538,5353,2021
2021-09-21,perchas,27,514134,5260,2021
2021-09-22,toalleros,9,554904,5606,2021
2021-09-23,sanitarios institucionales,6,689394,7351,2021
2021-09-24,complementos de griferia,6,294198,6567,2021
2021-09-25,accesorios institucionales,9,511488,6248,2021
2021-09-26,accesorios institucionales,9,633348,6248,2021
2021-09-27,complementos de griferia,3,441966,6567,2021
2021-09-28,toalleros,6,60660,5606,2021
2021-09-29,escobillas,5,268810,7400,2021
2021-09-30,accesorios institucionales,4,521932,6248,2021
2021-10-01,mamparas de ducha,8,386504,5353,2021
2021-10-02,lavamanos,5,724570,5507,2021
2021-10-03,griferia de lavamanos,6,803352,9570,2021
2021-10-04,accesorios institucionales,5,748270,6248,2021
2021-10-05,complemento de pisos vinilicos,4,488788,5812,2021
2021-10-06,griferia de ducha y tina,4,255392,5426,2021
2021-10-07,complementos de griferia,4,63288,6567,2021
2021-10-08,organizadores,24,206064,5787,2021
2021-10-09,griferia institucional,4,46572,5757,2021
2021-10-10,accesorios institucionales,8,328040,6248,2021
2021-10-11,escobillas,2,92058,7400,2021
2021-10-12,griferia de cocina y lavadero,17,274618,5819,2021
2021-10-13,complementos de griferia,19,208943,6567,2021
2021-10-14,pisos fotolaminados,6,478890,5871,2021
2021-10-15,rack toallas,4,64664,14037,2021
2021-10-16,accesorios institucionales,4,161032,6248,2021
2021-10-17,jaboneras y vasos,1,58854,5216,2021
2021-10-18,lavaplatos,18,282960,5406,2021
2021-10-19,modulos,17,113067,5426,2021
2021-10-20,gres,11,159698,9852,2021
2021-10-21,griferia de ducha y tina,22,132418,5426,2021
2021-10-22,muebles de baño,17,296616,7893,2021
2021-10-23,wall panels,4,256204,5277,2021
2021-10-24,complementos sanitarios,6,683580,6506,2021
2021-10-25,griferia de cocina y lavadero,28,658252,5819,2021
2021-10-26,wall panels,9,191070,5277,2021
2021-10-27,complementos de pisos organicos,5,167355,6200,2021
2021-10-28,griferia de ducha y tina,18,239922,5426,2021
2021-10-29,mamparas de ducha,17,321810,5353,2021
2021-10-30,mamparas de ducha,6,218382,5353,2021
2021-10-31,lavamanos,17,131869,5507,2021
2021-11-01,griferia institucional,19,442396,5757,2021
2021-11-02,gres,3,68499,9852,2021
2021-11-03,griferia de ducha y tina,3,301659,5426,2021
2021-11-04,modulos,5,64995,5426,2021
2021-11-05,complementos de griferia,5,160480,6567,2021
2021-11-06,perchas,5,276395,5260,2021
2021-11-07,receptaculos,4,576980,5789,2021
2021-11-08,rack toallas,7,315546,14037,2021
2021-11-09,mosaicos,1,147666,6377,2021
2021-11-10,griferia de cocina y lavadero,4,395680,5819,2021
2021-11-11,modulos,9,391437,5426,2021
2021-11-12,tinas,24,158856,5501,2021
2021-11-13,pisos vinilicos,21,374535,5390,2021
2021-11-14,griferia institucional,6,188586,5757,2021
2021-11-15,organizadores,3,399906,5787,2021
2021-11-16,gres,14,345450,9852,2021
2021-11-17,toalleros,6,480342,5606,2021
2021-11-18,urinarios,25,370825,7125,2021
2021-11-19,receptaculos,12,263580,5789,2021
2021-11-20,mosaicos,24,248328,6377,2021
2021-11-21,mamparas de ducha,18,137574,5353,2021
2021-11-22,bidet,9,720234,5969,2021
2021-11-23,espejos,18,351558,6008,2021
2021-11-24,toalleros,24,462936,5606,2021
2021-11-25,ceramicos,24,148104,5392,2021
2021-11-26,complemento de pisos vinilicos,7,98945,5812,2021
2021-11-27,complementos sanitarios,26,593658,6506,2021
2021-11-28,lavamanos,9,1190367,5507,2021
2021-11-29,ceramicos,21,498645,5392,2021
2021-11-30,wall panels,3,174684,5277,2021
2021-12-01,espejos,5,33765,6008,2021
2021-12-02,muebles de baño,3,170784,7893,2021
2021-12-03,complementos sanitarios,25,378075,6506,2021
2021-12-04,lavamanos,18,203472,5507,2021
2021-12-05,contenedores,7,142464,6055,2021
2021-12-06,mosaicos,1,49446,6377,2021
2021-12-07,complementos de pisos organicos,29,431491,6200,2021
2021-12-08,accesorios institucionales,28,350588,6248,2021
2021-12-09,jaboneras y vasos,9,436266,5216,2021
2021-12-10,wc,17,286637,5352,2021
2021-12-11,jaboneras y vasos,6,39798,5216,2021
2021-12-12,complemento de pisos vinilicos,2,216042,5812,2021
2021-12-13,accesibilidad universal,21,423717,6681,2021
2021-12-14,wc,22,504262,5352,2021
2021-12-15,pisos fotolaminados,2,283344,5871,2021
2021-12-16,pisos de madera,3,286899,5407,2021
2021-12-17,complementos de griferia,22,192500,6567,2021
2021-12-18,complementos de griferia,8,832568,6567,2021
2021-12-19,portapapeles,3,181953,5704,2021
2021-12-20,griferia institucional,1,89634,5757,2021
2021-12-21,accesibilidad universal,7,970025,6681,2021
2021-12-22,rack toallas,26,463294,14037,2021
2021-12-23,sanitarios institucionales,14,199962,7351,2021
2021-12-24,portapapeles,8,487464,5704,2021
2021-12-25,complementos de pisos organicos,6,758808,6200,2021
2021-12-26,complementos de pisos organicos,9,404451,6200,2021
2021-12-27,lavamanos,1,48489,5507,2021
2021-12-28,barras de seguridad,25,177825,6962,2021
2021-12-29,porcelanato,3,130695,5481,2021
2021-12-30,griferia institucional,1,121179,5757,2021
2021-12-31,pisos organicos,3,215913,5502,2021
2022-01-01,griferia de lavamanos,4,376664,9670,2022
2022-01-02,griferia de cocina y lavadero,18,428580,5919,2022
2022-01-03,rack toallas,19,225188,14137,2022
2022-01-04,jaboneras y vasos,12,90612,5316,2022
2022-01-05,tinas,8,633272,5601,2022
2022-01-06,griferia de lavamanos,9,569187,9670,2022
2022-01-07,pisos vinilicos,5,439140,5490,2022
2022-01-08,ceramicos,9,330390,5492,2022
2022-01-09,receptaculos,16,209248,5889,2022
2022-01-10,griferia de ducha y tina,2,135982,5526,2022
2022-01-11,griferia institucional,4,147884,5857,2022
